dimension,group,reason_code,count,group_candidates,candidate_share
side_decision,SHORT_REJECT,CONFIRMATION_1H_CLOSE_ABOVE_EMAS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SETUP_4H_CLOSE_ABOVE_EMAS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFLICTING_TREND_SIGNALS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,BULLISH_4H_MOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFIRMATION_1H_BULLISH_CONTRADICTION,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SETUP_4H_WEAK_TREND,1,55,0.01818181818181818
side_decision,SHORT_REJECT,LOWER_TIMEFRAME_DIRECTIONAL_CONFLICT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,MIXED_MULTITIMEFRAME_SIGNALS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_BULLISH_DIRECTIONAL_STRENGTH,1,55,0.01818181818181818
side_decision,SHORT_REJECT,PRICE_ABOVE_SHORT_AND_LONG_EMAS_ON_1H_4H,1,55,0.01818181818181818
side_decision,SHORT_REJECT,POSITIVE_SQZMOM_ON_1H_4H,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFLICTING_TIMEFRAMES,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFIRMATION_1H_MOMENTUM_POSITIVE,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFIRMATION_1H_PRICE_ABOVE_EMA10,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFLICTING_1H_SQZMOM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_BULLISH_DIRECTIONAL_BIAS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_DIRECTIONAL_SIGNALS_MIXED,1,55,0.01818181818181818
side_decision,SHORT_REJECT,DAILY_ADX_WEAK,1,55,0.01818181818181818
side_decision,SHORT_REJECT,TIMEFRAME_MOMENTUM_MIXED,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_TREND_STRENGTH_WEAK,1,55,0.01818181818181818
side_decision,SHORT_REJECT,PRICE_ABOVE_SHORT_AND_LONG_EMAS,1,55,0.01818181818181818
